time,close,hashrate,difficulty,month,year,week_date,reward
2018-02-13,8544.69,24067508.4278173,2874674234415.94,2,2018,2018-02-16,1800.0
2018-02-14,9485.64,25756515.7698441,2874674234415.94,2,2018,2018-02-16,1800.0
2018-02-15,10033.75,19244657.1112687,2874674234415.94,2,2018,2018-02-16,1800.0
2018-02-16,10188.73,23016593.3469727,2874674234415.94,2,2018,2018-02-16,1800.0
2018-02-17,11097.21,21344736.0659931,2874674234415.94,2,2018,2018-02-23,1800.0
2018-02-18,10417.23,23433667.6244441,2874674234415.94,2,2018,2018-02-23,1800.0
2018-02-19,11182.28,23330802.7321125,2874674234415.94,2,2018,2018-02-23,1800.0
2018-02-20,11256.43,21156067.7102067,2967853337744.77,2,2018,2018-02-23,1800.0
2018-02-21,10481.66,25329357.4170497,3007383866429.73,2,2018,2018-02-23,1800.0
2018-02-22,9847.96,22434943.1658556,3007383866429.73,2,2018,2018-02-23,1800.0
2018-02-23,10175.51,22212710.0709705,3007383866429.73,2,2018,2018-02-23,1800.0
2018-02-24,9705.73,21713665.7810887,3007383866429.73,2,2018,2018-03-02,1800.0
2018-02-25,9610.11,25665349.127843,3007383866429.73,2,2018,2018-03-02,1800.0
2018-02-26,10326.5,21133205.7474374,3007383866429.73,2,2018,2018-03-02,1800.0
2018-02-27,10594.76,23959003.7343012,3007383866429.73,2,2018,2018-03-02,1800.0
2018-02-28,10334.44,23194211.4053753,3007383866429.73,2,2018,2018-03-02,1800.0
2018-03-01,10929.37,24705802.4989472,3007383866429.73,3,2018,2018-03-02,1800.0
2018-03-02,11043.12,23842745.9770064,3007383866429.73,3,2018,2018-03-02,1800.0
2018-03-03,11465.36,27195753.1306723,3007383866429.73,3,2018,2018-03-09,1800.0
2018-03-04,11504.42,22143285.637759,3007383866429.73,3,2018,2018-03-09,1800.0
2018-03-05,11440.73,23985561.605726,3233581400367.36,3,2018,2018-03-09,1800.0
2018-03-06,10735.45,25532022.4173626,3290605988755.0,3,2018,2018-03-09,1800.0
2018-03-07,9928.56,26281813.3067866,3290605988755.0,3,2018,2018-03-09,1800.0
2018-03-08,9316.72,26523450.1162345,3290605988755.0,3,2018,2018-03-09,1800.0
2018-03-09,9252.76,24151648.6585903,3290605988755.0,3,2018,2018-03-09,1800.0
2018-03-10,8797.27,23115220.7948945,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-11,9544.84,25454687.0164955,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-12,9142.15,26642559.2567413,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-13,9160.12,26098731.8316934,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-14,8217.7,23773413.7547476,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-15,8268.41,23449035.2499025,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-16,8283.23,25644404.8018367,3290605988755.0,3,2018,2018-03-16,1800.0
2018-03-17,7883.45,24449634.4361518,3290605988755.0,3,2018,2018-03-23,1800.0
2018-03-18,8215.4,25243525.011991,3381698122496.23,3,2018,2018-03-23,1800.0
2018-03-19,8623.14,26878213.9378447,3462542391191.56,3,2018,2018-03-23,1800.0
2018-03-20,8920.71,21770259.7561211,3462542391191.56,3,2018,2018-03-23,1800.0
2018-03-21,8911.35,26233002.2196723,3462542391191.56,3,2018,2018-03-23,1800.0
2018-03-22,8724.98,25473509.0353167,3462542391191.56,3,2018,2018-03-23,1800.0
2018-03-23,8934.8,22757232.0393687,3462542391191.56,3,2018,2018-03-23,1800.0
2018-03-24,8548.06,26919425.4438697,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-25,8472.84,23975622.8975818,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-26,8152.2,25842073.6051364,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-27,7808.48,26107955.3551643,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-28,7959.78,23709762.7381445,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-29,7106.62,26716446.2423518,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-30,6853.76,28042356.9290975,3462542391191.56,3,2018,2018-03-30,1800.0
2018-03-31,6943.77,22287428.9497538,3462542391191.56,3,2018,2018-04-06,1800.0
2018-04-01,6835.84,28295818.9153203,3494288842679.62,4,2018,2018-04-06,1800.0
2018-04-02,7074.6,27610364.1631059,3511060552899.72,4,2018,2018-04-06,1800.0
2018-04-03,7434.3,28386500.3524838,3511060552899.72,4,2018,2018-04-06,1800.0
2018-04-04,6815.5,25589139.5338286,3511060552899.72,4,2018,2018-04-06,1800.0
2018-04-05,6790.45,27147620.6296461,3511060552899.72,4,2018,2018-04-06,1800.0
2018-04-06,6634.86,24007541.3590333,3511060552899.72,4,2018,2018-04-06,1800.0
2018-04-07,6917.2,31868577.1663548,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-08,7049.92,28452623.111283,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-09,6789.53,25710461.8120477,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-10,6871.07,28544146.7674304,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-11,6977.13,28303097.3141516,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-12,7927.73,27147635.0554659,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-13,7899.11,28927199.5793005,3511060552899.72,4,2018,2018-04-13,1800.0
2018-04-14,8022.51,26354472.9097506,3796188328005.3,4,2018,2018-04-20,1800.0
2018-04-15,8376.73,31258708.4366847,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-16,8079.77,27159253.1010666,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-17,7921.63,31145568.0874041,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-18,8189.96,30831368.4630546,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-19,8301.82,33960695.7180378,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-20,8877.08,26060435.4331293,3839316899029.67,4,2018,2018-04-20,1800.0
2018-04-21,8935.72,30658731.4922263,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-22,8823.36,31578507.5063497,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-23,8968.25,29260338.0701321,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-24,9655.77,30628456.2471714,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-25,8873.62,24284159.5263047,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-26,9282.12,27268969.3103363,3839316899029.67,4,2018,2018-04-27,1800.0
2018-04-27,8938.47,27994143.1479651,3943557223451.91,4,2018,2018-04-27,1800.0
2018-04-28,9351.47,26941200.1938215,4022059196164.95,4,2018,2018-05-04,1800.0
2018-04-29,9407.04,31592416.6888349,4022059196164.95,4,2018,2018-05-04,1800.0
2018-04-30,9248.45,31100684.5771014,4022059196164.95,4,2018,2018-05-04,1800.0
2018-05-01,9077.28,31602356.0415569,4022059196164.95,5,2018,2018-05-04,1800.0
2018-05-02,9232.19,28000363.4389194,4022059196164.95,5,2018,2018-05-04,1800.0
2018-05-03,9745.04,30126285.0858109,4022059196164.95,5,2018,2018-05-04,1800.0
2018-05-04,9699.61,27773992.9736454,4022059196164.95,5,2018,2018-05-04,1800.0
2018-05-05,9845.9,32309377.8039502,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-06,9644.92,27379755.8279632,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-07,9377.81,30055433.7837384,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-08,9196.13,27924943.2339334,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-09,9321.16,31900482.2348941,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-10,9032.22,30878516.5390798,4022059196164.95,5,2018,2018-05-11,1800.0
2018-05-11,8421.0,26015765.7286306,4138123233246.03,5,2018,2018-05-11,1800.0
2018-05-12,8486.67,34124943.2335386,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-13,8709.46,30987195.5983837,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-14,8672.9,27178266.2803308,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-15,8480.16,30001677.1665442,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-16,8344.78,37395679.7998587,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-17,8071.04,27361664.0002401,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-18,8247.91,30665399.7628507,4143878474754.19,5,2018,2018-05-18,1800.0
2018-05-19,8249.24,31701905.17292,4143878474754.19,5,2018,2018-05-25,1800.0
2018-05-20,8533.0,29913361.4801775,4143878474754.19,5,2018,2018-05-25,1800.0
2018-05-21,8419.65,32327274.6933859,4143878474754.19,5,2018,2018-05-25,1800.0
2018-05-22,7992.75,31265571.7984019,4143878474754.19,5,2018,2018-05-25,1800.0
2018-05-23,7505.77,33577649.1944325,4143878474754.19,5,2018,2018-05-25,1800.0
2018-05-24,7584.74,30327447.7213184,4219142059012.95,5,2018,2018-05-25,1800.0
2018-05-25,7475.36,37805231.0460369,4306949573981.51,5,2018,2018-05-25,1800.0
2018-05-26,7355.06,34798287.2943769,4306949573981.51,5,2018,2018-06-01,1800.0
2018-05-27,7362.23,35054034.5194009,4306949573981.51,5,2018,2018-06-01,1800.0
2018-05-28,7118.88,34138067.7552372,4306949573981.51,5,2018,2018-06-01,1800.0
2018-05-29,7474.75,29724300.4165822,4306949573981.51,5,2018,2018-06-01,1800.0
2018-05-30,7393.02,38138361.4453404,4306949573981.51,5,2018,2018-06-01,1800.0
2018-05-31,7502.15,36742478.9456939,4306949573981.51,5,2018,2018-06-01,1800.0
2018-06-01,7530.55,35829881.0644042,4306949573981.51,6,2018,2018-06-01,1800.0
2018-06-02,7643.26,32472991.8787162,4306949573981.51,6,2018,2018-06-08,1800.0
2018-06-03,7719.75,35167282.2885595,4306949573981.51,6,2018,2018-06-08,1800.0
2018-06-04,7503.2,39230849.0971539,4306949573981.51,6,2018,2018-06-08,1800.0
2018-06-05,7629.4,38431923.4724746,4415593341674.14,6,2018,2018-06-08,1800.0
2018-06-06,7661.79,36135861.5023506,4940704885521.83,6,2018,2018-06-08,1800.0
2018-06-07,7700.11,35156909.5212349,4940704885521.83,6,2018,2018-06-08,1800.0
2018-06-08,7627.52,35903416.6769734,4940704885521.83,6,2018,2018-06-08,1800.0
2018-06-09,7513.69,35339981.9170295,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-10,6773.72,31355070.2299141,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-11,6887.37,34756823.3932882,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-12,6556.94,35730868.685226,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-13,6310.43,35353250.0106241,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-14,6643.26,37799011.1233835,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-15,6396.71,37939954.3278311,4940704885521.83,6,2018,2018-06-15,1800.0
2018-06-16,6503.1,41090086.6544591,4940704885521.83,6,2018,2018-06-22,1800.0
2018-06-17,6457.78,39194708.4477743,4940704885521.83,6,2018,2018-06-22,1800.0
2018-06-18,6714.82,40511677.7009616,4940704885521.83,6,2018,2018-06-22,1800.0
2018-06-19,6741.28,38614092.2077194,5024546460934.29,6,2018,2018-06-22,1800.0
2018-06-20,6761.27,39662993.0939337,5077499034879.02,6,2018,2018-06-22,1800.0
2018-06-21,6720.64,42953544.1918231,5077499034879.02,6,2018,2018-06-22,1800.0
2018-06-22,6051.47,38260899.2823236,5077499034879.02,6,2018,2018-06-22,1800.0
2018-06-23,6166.54,41106102.6370613,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-24,6157.78,43680648.6285047,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-25,6260.35,40021175.2113782,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-26,6088.39,36798735.9890627,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-27,6141.57,30346062.8511669,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-28,5871.28,40449919.1339675,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-29,6203.8,38475562.462997,5077499034879.02,6,2018,2018-06-29,1800.0
2018-06-30,6385.38,36097340.0257602,5077499034879.02,6,2018,2018-07-06,1800.0
2018-07-01,6339.04,37208403.3638008,5077499034879.02,7,2018,2018-07-06,1800.0
2018-07-02,6615.66,36872734.3838123,5172892177079.79,7,2018,2018-07-06,1800.0
2018-07-03,6509.58,31720903.6664036,5363678461481.36,7,2018,2018-07-06,1800.0
2018-07-04,6590.06,35771047.5513622,5363678461481.36,7,2018,2018-07-06,1800.0
2018-07-05,6534.81,36581757.1184414,5363678461481.36,7,2018,2018-07-06,1800.0
2018-07-06,6602.02,43156892.6390395,5363678461481.36,7,2018,2018-07-06,1800.0
2018-07-07,6758.08,41829197.9597947,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-08,6707.38,42354540.7913594,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-09,6668.84,36717053.9081413,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-10,6306.85,39647532.2649447,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-11,6394.36,35980772.0760794,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-12,6253.6,38594108.8596449,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-13,6229.83,38845163.9685761,5363678461481.36,7,2018,2018-07-13,1800.0
2018-07-14,6268.75,35367070.3923995,5363678461481.36,7,2018,2018-07-20,1800.0
2018-07-15,6364.26,36112590.8477941,5363678461481.36,7,2018,2018-07-20,1800.0
2018-07-16,6740.55,32265598.0346777,5363678461481.36,7,2018,2018-07-20,1800.0
2018-07-17,7326.7,41285720.1496579,5199615302175.17,7,2018,2018-07-20,1800.0
2018-07-18,7383.39,44850508.8696687,5178671069072.25,7,2018,2018-07-20,1800.0
2018-07-19,7477.5,43942658.6245948,5178671069072.25,7,2018,2018-07-20,1800.0
2018-07-20,7333.93,39708522.6589681,5178671069072.25,7,2018,2018-07-20,1800.0
2018-07-21,7405.4,35555765.5680017,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-22,7398.64,47881093.4941913,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-23,7718.0,42636353.62862,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-24,8395.82,41189784.3948974,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-25,8170.23,45776594.1648297,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-26,7937.25,42296381.7172456,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-27,8182.89,43188277.1030343,5178671069072.25,7,2018,2018-07-27,1800.0
2018-07-28,8230.87,37403714.7552325,5178671069072.25,7,2018,2018-08-03,1800.0
2018-07-29,8216.78,47467539.557984,5595791656327.72,7,2018,2018-08-03,1800.0
2018-07-30,8176.06,40336854.2260596,5949437371609.53,7,2018,2018-08-03,1800.0
2018-07-31,7735.3,43606714.9642539,5949437371609.53,7,2018,2018-08-03,1800.0
2018-08-01,7610.9,44536059.6352608,5949437371609.53,8,2018,2018-08-03,1800.0
2018-08-02,7542.34,45239605.8306054,5949437371609.53,8,2018,2018-08-03,1800.0
2018-08-03,7417.6,49493296.221365,5949437371609.53,8,2018,2018-08-03,1800.0
2018-08-04,7017.89,53543175.1354956,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-05,7042.39,47594648.6992812,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-06,6945.78,38739598.1513995,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-07,6723.21,45641666.1637509,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-08,6285.02,46837647.6052904,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-09,6543.24,44031139.7643254,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-10,6153.41,51948928.4798389,5949437371609.53,8,2018,2018-08-10,1800.0
2018-08-11,6242.54,53071972.718561,6197839919507.38,8,2018,2018-08-17,1800.0
2018-08-12,6322.92,49479032.9934498,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-13,6263.2,47939925.1000834,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-14,6199.6,43277697.4006765,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-15,6274.22,52430086.0880102,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-16,6323.81,50159259.1820026,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-17,6591.16,48222133.8976858,6389316883511.96,8,2018,2018-08-17,1800.0
2018-08-18,6405.71,52415347.9205211,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-19,6502.18,46547318.645608,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-20,6269.9,47837285.6273395,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-21,6491.11,47605092.6100956,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-22,6366.13,51519798.1166341,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-23,6538.95,47112756.0106344,6389316883511.96,8,2018,2018-08-24,1800.0
2018-08-24,6708.96,48436074.284763,6505039002077.23,8,2018,2018-08-24,1800.0
2018-08-25,6749.56,45123021.265306,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-26,6720.6,58205370.0737583,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-27,6915.73,61659587.141078,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-28,7091.38,51912156.4369035,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-29,7052.0,46386721.8163519,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-30,6998.76,51382728.3160995,6727225469722.53,8,2018,2018-08-31,1800.0
2018-08-31,7026.96,52172772.0153906,6727225469722.53,8,2018,2018-08-31,1800.0
2018-09-01,7203.46,51243033.067991,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-02,7301.26,48254902.468899,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-03,7270.05,48084182.0858932,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-04,7369.86,43048125.9762994,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-05,6705.03,44771305.6797439,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-06,6515.42,50193410.2180973,6727225469722.53,9,2018,2018-09-07,1800.0
2018-09-07,6411.78,52693944.1187686,6971177230937.92,9,2018,2018-09-07,1800.0
2018-09-08,6200.16,52458745.2721088,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-09,6249.07,56750696.5651807,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-10,6324.43,47998870.9175043,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-11,6295.54,49203902.631001,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-12,6337.11,58648101.2151855,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-13,6492.0,51522943.9488926,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-14,6486.01,46559155.8846525,7019199231177.17,9,2018,2018-09-14,1800.0
2018-09-15,6522.08,48920884.5494874,7019199231177.17,9,2018,2018-09-21,1800.0
2018-09-16,6502.44,49952787.3878607,7019199231177.17,9,2018,2018-09-21,1800.0
2018-09-17,6261.48,46895615.1170718,7019199231177.17,9,2018,2018-09-21,1800.0
2018-09-18,6346.44,49708928.3620504,7019199231177.17,9,2018,2018-09-21,1800.0
2018-09-19,6398.8,54352189.955128,7019199231177.17,9,2018,2018-09-21,1800.0
2018-09-20,6505.9,53968948.9774076,7031329605788.92,9,2018,2018-09-21,1800.0
2018-09-21,6762.06,52032580.0056914,7152633351906.41,9,2018,2018-09-21,1800.0
2018-09-22,6716.6,55031293.6710684,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-23,6702.7,53817368.2607412,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-24,6583.53,54079252.3804249,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-25,6437.74,60424230.771527,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-26,6462.6,49588904.4821903,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-27,6686.13,51275772.417206,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-28,6635.38,55159014.3170878,7152633351906.41,9,2018,2018-09-28,1800.0
2018-09-29,6603.75,54842160.1642657,7152633351906.41,9,2018,2018-10-05,1800.0
2018-09-30,6623.71,59209690.0124701,7152633351906.41,9,2018,2018-10-05,1800.0
2018-10-01,6594.98,56450698.5486084,7152633351906.41,10,2018,2018-10-05,1800.0
2018-10-02,6525.47,49049230.2144132,7152633351906.41,10,2018,2018-10-05,1800.0
2018-10-03,6492.26,51557387.8353329,7152633351906.41,10,2018,2018-10-05,1800.0
2018-10-04,6579.79,54702265.5115077,7364268059356.19,10,2018,2018-10-05,1800.0
2018-10-05,6632.87,48590450.0120284,7454968648263.24,10,2018,2018-10-05,1800.0
2018-10-06,6589.94,46334266.5988341,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-07,6601.15,53328813.4674797,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-08,6650.07,49925242.7414498,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-09,6631.79,49012509.3834619,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-10,6581.07,53515685.9065245,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-11,6209.47,58858858.5687817,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-12,6250.85,48745687.2483552,7454968648263.24,10,2018,2018-10-12,1800.0
2018-10-13,6267.27,53853917.3105642,7454968648263.24,10,2018,2018-10-19,1800.0
2018-10-14,6277.73,41941062.7317577,7454968648263.24,10,2018,2018-10-19,1800.0
2018-10-15,6612.36,60242772.5801539,7454968648263.24,10,2018,2018-10-19,1800.0
2018-10-16,6583.05,50246228.3166349,7454968648263.24,10,2018,2018-10-19,1800.0
2018-10-17,6574.52,50845952.0536031,7454968648263.24,10,2018,2018-10-19,1800.0
2018-10-18,6488.72,51133009.3818174,7427362643331.73,10,2018,2018-10-19,1800.0
2018-10-19,6469.28,52400452.0434537,7182852313938.32,10,2018,2018-10-19,1800.0
2018-10-20,6490.56,50872901.7292976,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-21,6509.87,49667616.9212026,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-22,6483.23,55355228.3710752,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-23,6470.22,55875982.1293598,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-24,6476.25,41335243.0601825,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-25,6462.77,49173326.6074724,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-26,6457.21,51601583.612834,7182852313938.32,10,2018,2018-10-26,1800.0
2018-10-27,6470.17,48785456.4344083,7182852313938.32,10,2018,2018-11-02,1800.0
2018-10-28,6470.74,49940210.2516765,7182852313938.32,10,2018,2018-11-02,1800.0
2018-10-29,6313.91,52468029.4656466,7182852313938.32,10,2018,2018-11-02,1800.0
2018-10-30,6309.11,55007956.3951139,7182852313938.32,10,2018,2018-11-02,1800.0
2018-10-31,6342.61,58650410.228827,7182852313938.32,10,2018,2018-11-02,1800.0
2018-11-01,6381.3,56069058.8276014,7183013626017.64,11,2018,2018-11-02,1800.0
2018-11-02,6394.66,51544735.9200741,7184404942701.79,11,2018,2018-11-02,1800.0
2018-11-03,6376.32,57709266.790803,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-04,6467.05,45926796.8104046,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-05,6433.74,51457960.9402667,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-06,6479.72,45819048.7595392,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-07,6529.68,47564438.5728502,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-08,6446.06,43341731.0923764,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-09,6377.99,45570158.9117858,7184404942701.79,11,2018,2018-11-09,1800.0
2018-11-10,6396.37,47104615.5440558,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-11,6408.18,52642379.009661,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-12,6375.08,50391740.7454311,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-13,6339.17,43013275.7959056,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-14,5741.47,48005492.6414892,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-15,5647.5,45107023.8999901,7184404942701.79,11,2018,2018-11-16,1800.0
2018-11-16,5586.27,46226057.8269017,7175974755379.64,11,2018,2018-11-16,1800.0
2018-11-17,5568.94,47994490.0566922,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-18,5615.26,40499503.573738,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-19,4809.62,41663341.5603971,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-20,4441.81,44618162.8118972,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-21,4593.04,35015550.5034831,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-22,4320.68,40262489.2024527,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-23,4343.42,41962402.6661658,6653303141405.96,11,2018,2018-11-23,1800.0
2018-11-24,3854.11,47257347.640892,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-25,4004.15,41837562.6858215,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-26,3784.59,37346780.5800251,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-27,3822.99,43400746.8088026,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-28,4263.55,38760438.8063274,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-29,4286.69,35654511.2040757,6653303141405.96,11,2018,2018-11-30,1800.0
2018-11-30,4009.67,33310081.2509036,6653303141405.96,11,2018,2018-11-30,1800.0
2018-12-01,4197.46,41210630.7558262,6653303141405.96,12,2018,2018-12-07,1800.0
2018-12-02,4143.86,37524476.9733014,6653303141405.96,12,2018,2018-12-07,1800.0
2018-12-03,3871.41,35297948.004348,6194015746026.1,12,2018,2018-12-07,1800.0
2018-12-04,3948.44,39447229.101942,5646403851534.72,12,2018,2018-12-07,1800.0
2018-12-05,3737.53,36598826.187126,5646403851534.72,12,2018,2018-12-07,1800.0
2018-12-06,3485.18,38210049.3166709,5646403851534.72,12,2018,2018-12-07,1800.0
2018-12-07,3420.57,32533289.1705811,5646403851534.72,12,2018,2018-12-07,1800.0
2018-12-08,3461.07,35850446.4840626,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-09,3592.84,36985040.0492165,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-10,3467.16,35464970.5798385,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-11,3401.02,35199621.512231,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-12,3485.59,33478147.4443709,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-13,3305.11,36549446.2444267,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-14,3235.48,41791404.80308,5646403851534.72,12,2018,2018-12-14,1800.0
2018-12-15,3232.51,42233429.1465195,5646403851534.72,12,2018,2018-12-21,1800.0
2018-12-16,3255.37,32223645.5106697,5646403851534.72,12,2018,2018-12-21,1800.0
2018-12-17,3548.19,45018540.8547805,5646403851534.72,12,2018,2018-12-21,1800.0
2018-12-18,3715.85,36003402.2034718,5621092245587.46,12,2018,2018-12-21,1800.0
2018-12-19,3736.54,38341157.8239983,5106422924659.82,12,2018,2018-12-21,1800.0
2018-12-20,4137.66,34674562.3645341,5106422924659.82,12,2018,2018-12-21,1800.0
